Derives_from,Accession,Name,Arm,Chromosome,Strand,Start,End
MI0039502,MIMAT0048640,hsa-miR-9851-3p,3p,chr10,-,116827499,116827520
MI0016064,MIMAT0018084,hsa-miR-3663-5p,5p,chr10,-,117167734,117167754
MI0016064,MIMAT0018085,hsa-miR-3663-3p,3p,chr10,-,117167695,117167717
MI0017313,MIMAT0019766,hsa-miR-4681,5p,chr10,+,119377975,119377996
MI0017314,MIMAT0019767,hsa-miR-4682,5p,chr10,+,119958522,119958544
MI0016598,MIMAT0018357,hsa-miR-3941,3p,chr10,+,122417024,122417045
MI0015823,MIMAT0016845,hsa-miR-4296,5p,chr10,-,125032844,125032860
MI0016845,MIMAT0019018,hsa-miR-4484,3p,chr10,+,125819803,125819822
MI0015824,MIMAT0016846,hsa-miR-4297,5p,chr10,-,129843349,129843364
MI0015825,MIMAT0016847,hsa-miR-378c,5p,chr10,-,130962634,130962658
MI0003130,MIMAT0002810,hsa-miR-202-5p,5p,chr10,-,133247572,133247593
MI0003130,MIMAT0002811,hsa-miR-202-3p,3p,chr10,-,133247538,133247557
MI0016601,MIMAT0018360,hsa-miR-3944-3p,3p,chr10,-,133371579,133371601
MI0016601,MIMAT0019231,hsa-miR-3944-5p,5p,chr10,-,133371621,133371641
MI0022588,MIMAT0027387,hsa-miR-6743-5p,5p,chr11,+,209341,209362
MI0022588,MIMAT0027388,hsa-miR-6743-3p,3p,chr11,+,209383,209405
MI0000286,MIMAT0000267,hsa-miR-210-3p,3p,chr11,-,568112,568133
MI0000286,MIMAT0026475,hsa-miR-210-5p,5p,chr11,-,568150,568171
MI0022589,MIMAT0027389,hsa-miR-6744-5p,5p,chr11,+,1256610,1256628
MI0022589,MIMAT0027390,hsa-miR-6744-3p,3p,chr11,+,1256648,1256670
MI0015830,MIMAT0016852,hsa-miR-4298,5p,chr11,-,1859505,1859526
MI0025517,MIMAT0030422,hsa-miR-7847-3p,3p,chr11,+,1880105,1880125
MI0005416,MIMAT0004284,hsa-miR-675-5p,5p,chr11,-,1996800,1996822
MI0005416,MIMAT0006790,hsa-miR-675-3p,3p,chr11,-,1996768,1996787
MI0002467,MIMAT0004761,hsa-miR-483-5p,5p,chr11,-,2134181,2134202
MI0002467,MIMAT0002173,hsa-miR-483-3p,3p,chr11,-,2134142,2134162
MI0017318,MIMAT0019773,hsa-miR-4686,5p,chr11,+,2173072,2173094
MI0017319,MIMAT0019774,hsa-miR-4687-5p,5p,chr11,+,3856073,3856094
MI0017319,MIMAT0019775,hsa-miR-4687-3p,3p,chr11,+,3856113,3856133
MI0006417,MIMAT0005931,hsa-miR-302e,5p,chr11,+,7234771,7234787
MI0019296,MIMAT0022483,hsa-miR-5691,5p,chr11,-,9090350,9090371
MI0016846,MIMAT0019019,hsa-miR-4485-3p,3p,chr11,-,10508277,10508296
MI0016846,MIMAT0032116,hsa-miR-4485-5p,5p,chr11,-,10508305,10508320
MI0015829,MIMAT0016851,hsa-miR-4299,3p,chr11,-,11656661,11656678
MI0025906,MIMAT0030997,hsa-miR-8070,5p,chr11,-,11783191,11783212
MI0021258,MIMAT0024597,hsa-miR-6124,5p,chr11,+,12163692,12163711
MI0020350,MIMAT0023698,hsa-miR-6073,3p,chr11,-,15969555,15969574
MI0014188,MIMAT0015033,hsa-miR-3159,5p,chr11,+,18387796,18387817
MI0016847,MIMAT0019020,hsa-miR-4486,5p,chr11,+,19575314,19575330
MI0017327,MIMAT0019786,hsa-miR-4694-5p,5p,chr11,-,19760053,19760074
MI0017327,MIMAT0019787,hsa-miR-4694-3p,3p,chr11,-,19760013,19760033
MI0025890,MIMAT0030981,hsa-miR-8054,5p,chr11,-,23419160,23419180
MI0025923,MIMAT0031014,hsa-miR-8087,5p,chr11,-,27515015,27515037
MI0003623,MIMAT0003278,hsa-miR-610,5p,chr11,+,28056830,28056850
MI0025904,MIMAT0030995,hsa-miR-8068,5p,chr11,-,28477517,28477538
MI0017320,MIMAT0019776,hsa-miR-1343-3p,3p,chr11,+,34941888,34941909
MI0017320,MIMAT0027038,hsa-miR-1343-5p,5p,chr11,+,34941851,34941872
MI0016991,MIMAT0019358,hsa-miR-3973,3p,chr11,+,36010181,36010203
MI0003933,MIMAT0010357,hsa-miR-670-5p,5p,chr11,+,43559675,43559694
MI0003933,MIMAT0026640,hsa-miR-670-3p,3p,chr11,+,43559714,43559734
MI0000473,MIMAT0000242,hsa-miR-129-5p,5p,chr11,+,43581408,43581428
MI0000473,MIMAT0004605,hsa-miR-129-2-3p,3p,chr11,+,43581450,43581471
MI0023614,MIMAT0028218,hsa-miR-7154-5p,5p,chr11,-,45691754,45691776
MI0023614,MIMAT0028219,hsa-miR-7154-3p,3p,chr11,-,45691704,45691723
MI0017321,MIMAT0019777,hsa-miR-4688,3p,chr11,+,46376456,46376477
MI0014189,MIMAT0015034,hsa-miR-3160-3p,3p,chr11,-,46451815,46451836
MI0014189,MIMAT0019212,hsa-miR-3160-5p,5p,chr11,-,46451856,46451877
MI0014190,MIMAT0019212,hsa-miR-3160-5p,5p,chr11,+,46451817,46451838
MI0014190,MIMAT0015034,hsa-miR-3160-3p,3p,chr11,+,46451858,46451879
MI0019138,MIMAT0022279,hsa-miR-5582-5p,5p,chr11,-,46753171,46753192
MI0019138,MIMAT0022280,hsa-miR-5582-3p,3p,chr11,-,46753125,46753146
MI0022590,MIMAT0027391,hsa-miR-6745,3p,chr11,-,47179615,47179635
MI0016848,MIMAT0019021,hsa-miR-4487,5p,chr11,+,47401023,47401041
MI0014191,MIMAT0015035,hsa-miR-3161,5p,chr11,+,48096791,48096813
MI0021272,MIMAT0024611,hsa-miR-6128,3p,chr11,+,56743943,56743961
MI0000448,MIMAT0004593,hsa-miR-130a-5p,5p,chr11,+,57641212,57641233
MI0000448,MIMAT0000425,hsa-miR-130a-3p,3p,chr11,+,57641252,57641273
MI0014192,MIMAT0015036,hsa-miR-3162-5p,5p,chr11,-,59595127,59595149
MI0014192,MIMAT0019213,hsa-miR-3162-3p,3p,chr11,-,59595087,59595107
MI0022215,MIMAT0025462,hsa-miR-6503-5p,5p,chr11,-,60209118,60209140
MI0022215,MIMAT0025463,hsa-miR-6503-3p,3p,chr11,-,60209084,60209104
MI0016849,MIMAT0019022,hsa-miR-4488,5p,chr11,+,61508599,61508616
MI0003624,MIMAT0003279,hsa-miR-611,3p,chr11,-,61792500,61792522
MI0008329,MIMAT0007881,hsa-miR-1908-5p,5p,chr11,-,61815209,61815229
MI0008329,MIMAT0026916,hsa-miR-1908-3p,3p,chr11,-,61815172,61815192
MI0022591,MIMAT0027392,hsa-miR-6746-5p,5p,chr11,-,61878252,61878273
MI0022591,MIMAT0027393,hsa-miR-6746-3p,3p,chr11,-,61878216,61878237
MI0022592,MIMAT0027394,hsa-miR-6747-5p,5p,chr11,-,62567043,62567066
MI0022592,MIMAT0027395,hsa-miR-6747-3p,3p,chr11,-,62567011,62567031
MI0022593,MIMAT0027396,hsa-miR-6748-5p,5p,chr11,+,62789820,62789841
MI0022593,MIMAT0027397,hsa-miR-6748-3p,3p,chr11,+,62789865,62789885
MI0022226,MIMAT0025484,hsa-miR-6514-5p,5p,chr11,-,62792749,62792771
MI0022226,MIMAT0025485,hsa-miR-6514-3p,3p,chr11,-,62792702,62792722
MI0023615,MIMAT0028220,hsa-miR-7155-5p,5p,chr11,-,64341886,64341904
MI0023615,MIMAT0028221,hsa-miR-7155-3p,3p,chr11,-,64341849,64341867
MI0006327,MIMAT0005592,hsa-miR-1237-3p,3p,chr11,+,64368683,64368703
MI0006327,MIMAT0022946,hsa-miR-1237-5p,5p,chr11,+,64368651,64368671
MI0033416,MIMAT0041615,hsa-miR-10392-5p,5p,chr11,-,64878587,64878609
MI0033416,MIMAT0041616,hsa-miR-10392-3p,3p,chr11,-,64878523,64878546
MI0000234,MIMAT0000222,hsa-miR-192-5p,5p,chr11,-,64891203,64891223
MI0000234,MIMAT0004543,hsa-miR-192-3p,3p,chr11,-,64891159,64891180
MI0000732,MIMAT0000460,hsa-miR-194-5p,5p,chr11,-,64891404,64891425
MI0000732,MIMAT0004671,hsa-miR-194-3p,3p,chr11,-,64891368,64891389
MI0022595,MIMAT0027400,hsa-miR-6750-5p,5p,chr11,-,64898409,64898432
MI0022595,MIMAT0027401,hsa-miR-6750-3p,3p,chr11,-,64898363,64898383
MI0022594,MIMAT0027398,hsa-miR-6749-5p,5p,chr11,-,64902429,64902450
MI0022594,MIMAT0027399,hsa-miR-6749-3p,3p,chr11,-,64902387,64902407
MI0022726,MIMAT0027658,hsa-miR-6879-5p,5p,chr11,+,65018510,65018531
MI0022726,MIMAT0027659,hsa-miR-6879-3p,3p,chr11,+,65018550,65018570
MI0022596,MIMAT0027402,hsa-miR-6751-5p,5p,chr11,-,65129951,65129973
MI0022596,MIMAT0027403,hsa-miR-6751-3p,3p,chr11,-,65129916,65129936
MI0003625,MIMAT0003280,hsa-miR-612,5p,chr11,+,65444473,65444497
MI0017323,MIMAT0019779,hsa-miR-4690-5p,5p,chr11,+,65636310,65636331
MI0017323,MIMAT0019780,hsa-miR-4690-3p,3p,chr11,+,65636348,65636368
MI0016850,MIMAT0019023,hsa-miR-4489,5p,chr11,+,65649197,65649217
MI0014193,MIMAT0015037,hsa-miR-3163,5p,chr11,-,66934476,66934497
MI0022707,MIMAT0027622,hsa-miR-6860,3p,chr11,+,67045683,67045704
MI0022597,MIMAT0027404,hsa-miR-6752-5p,5p,chr11,+,67490250,67490271
MI0022597,MIMAT0027405,hsa-miR-6752-3p,3p,chr11,+,67490295,67490315
MI0022964,MIMAT0028123,hsa-miR-7113-5p,5p,chr11,+,68032865,68032885
MI0022964,MIMAT0028124,hsa-miR-7113-3p,3p,chr11,+,68032900,68032922
MI0017324,MIMAT0019781,hsa-miR-4691-5p,5p,chr11,+,68033910,68033932
MI0017324,MIMAT0019782,hsa-miR-4691-3p,3p,chr11,+,68033949,68033971
MI0022598,MIMAT0027406,hsa-miR-6753-5p,5p,chr11,+,68044794,68044815
MI0022598,MIMAT0027407,hsa-miR-6753-3p,3p,chr11,+,68044932,68044953
MI0014194,MIMAT0015038,hsa-miR-3164,5p,chr11,+,69083185,69083206
MI0006354,MIMAT0005882,hsa-miR-548k,5p,chr11,+,70283986,70284007
MI0016065,MIMAT0018086,hsa-miR-3664-5p,5p,chr11,-,70872327,70872348
MI0016065,MIMAT0019220,hsa-miR-3664-3p,3p,chr11,-,70872289,70872310
MI0022599,MIMAT0027408,hsa-miR-6754-5p,5p,chr11,+,71473508,71473529
MI0022599,MIMAT0027409,hsa-miR-6754-3p,3p,chr11,+,71473546,71473567
MI0014195,MIMAT0015039,hsa-miR-3165,5p,chr11,-,72072272,72072293
MI0000261,MIMAT0000250,hsa-miR-139-5p,5p,chr11,-,72615102,72615124
MI0000261,MIMAT0004552,hsa-miR-139-3p,3p,chr11,-,72615066,72615088
MI0017325,MIMAT0019783,hsa-miR-4692,3p,chr11,+,72783566,72783587
MI0016851,MIMAT0019024,hsa-miR-548al,3p,chr11,+,74399301,74399322
MI0017329,MIMAT0019790,hsa-miR-4696,5p,chr11,-,74720307,74720328
MI0000808,MIMAT0000756,hsa-miR-326,3p,chr11,-,75335108,75335127
MI0005543,MIMAT0004926,hsa-miR-708-5p,5p,chr11,-,79402077,79402099
MI0005543,MIMAT0004927,hsa-miR-708-3p,3p,chr11,-,79402032,79402053
MI0019133,MIMAT0022269,hsa-miR-5579-5p,5p,chr11,-,79422206,79422226
MI0019133,MIMAT0022270,hsa-miR-5579-3p,3p,chr11,-,79422169,79422190
MI0015831,MIMAT0016853,hsa-miR-4300,3p,chr11,-,81890751,81890768
MI0022600,MIMAT0027410,hsa-miR-6755-5p,5p,chr11,+,86278338,86278359
MI0022600,MIMAT0027411,hsa-miR-6755-3p,3p,chr11,+,86278377,86278398
MI0014196,MIMAT0015040,hsa-miR-3166,3p,chr11,+,88176561,88176583
MI0016852,MIMAT0019025,hsa-miR-4490,3p,chr11,-,90555785,90555806
MI0006396,MIMAT0005913,hsa-miR-1261,5p,chr11,-,90869180,90869198
MI0006371,MIMAT0005892,hsa-miR-1304-5p,5p,chr11,-,93733724,93733745
MI0006371,MIMAT0022720,hsa-miR-1304-3p,3p,chr11,-,93733691,93733712
MI0006361,MIMAT0005889,hsa-miR-548l,5p,chr11,-,94466545,94466566
MI0014197,MIMAT0015041,hsa-miR-1260b,5p,chr11,+,96341447,96341465
MI0016427,MIMAT0018195,hsa-miR-3920,3p,chr11,-,101519834,101519855
MI0017326,MIMAT0019784,hsa-miR-4693-5p,5p,chr11,+,103849915,103849937
MI0017326,MIMAT0019785,hsa-miR-4693-3p,3p,chr11,+,103849951,103849973
MI0016853,MIMAT0019026,hsa-miR-4491,3p,chr11,+,111347802,111347823
MI0000742,MIMAT0000685,hsa-miR-34b-5p,5p,chr11,+,111512950,111512972
MI0000742,MIMAT0004676,hsa-miR-34b-3p,3p,chr11,+,111512987,111513008
MI0000743,MIMAT0000686,hsa-miR-34c-5p,5p,chr11,+,111513451,111513473
MI0000743,MIMAT0004677,hsa-miR-34c-3p,3p,chr11,+,111513484,111513505
MI0015828,MIMAT0016850,hsa-miR-4301,5p,chr11,-,113450059,113450078
MI0022550,MIMAT0025844,hsa-miR-6716-5p,5p,chr11,+,118644015,118644034
MI0022550,MIMAT0025845,hsa-miR-6716-3p,3p,chr11,+,118644048,118644069
MI0016854,MIMAT0019027,hsa-miR-4492,3p,chr11,+,118910765,118910781
MI0022601,MIMAT0027412,hsa-miR-6756-5p,5p,chr11,-,119312985,119313007
MI0022601,MIMAT0027413,hsa-miR-6756-3p,3p,chr11,-,119312950,119312969
MI0000446,MIMAT0000423,hsa-miR-125b-5p,5p,chr11,-,122099809,122099830
MI0000446,MIMAT0004592,hsa-miR-125b-1-3p,3p,chr11,-,122099769,122099790
MI0000061,MIMAT0000062,hsa-let-7a-5p,5p,chr11,-,122146568,122146589
MI0000061,MIMAT0010195,hsa-let-7a-2-3p,3p,chr11,-,122146523,122146544
MI0033673,MIMAT0041996,hsa-miR-10526-3p,3p,chr11,-,122152103,122152122
MI0000102,MIMAT0000098,hsa-miR-100-5p,5p,chr11,-,122152275,122152296
MI0000102,MIMAT0004512,hsa-miR-100-3p,3p,chr11,-,122152240,122152261
MI0016855,MIMAT0019028,hsa-miR-4493,3p,chr11,-,123381441,123381461
MI0014198,MIMAT0015042,hsa-miR-3167,3p,chr11,-,126988468,126988489
MI0020367,MIMAT0023715,hsa-miR-6090,3p,chr11,+,128522430,128522448
MI0025888,MIMAT0030979,hsa-miR-8052,5p,chr11,+,130666745,130666766
MI0017330,MIMAT0019791,hsa-miR-4697-5p,5p,chr11,-,133898551,133898572
MI0017330,MIMAT0019792,hsa-miR-4697-3p,3p,chr11,-,133898506,133898529
MI0016049,MIMAT0018069,hsa-miR-3649,3p,chr12,-,1660316,1660334
MI0000650,MIMAT0004657,hsa-miR-200c-5p,5p,chr12,+,6963703,6963724
MI0000650,MIMAT0000617,hsa-miR-200c-3p,3p,chr12,+,6963742,6963764
MI0000457,MIMAT0004598,hsa-miR-141-5p,5p,chr12,+,6964113,6964134
MI0000457,MIMAT0000432,hsa-miR-141-3p,3p,chr12,+,6964155,6964176
MI0015975,MIMAT0005896,hsa-miR-1244,3p,chr12,-,9239472,9239497
MI0031511,MIMAT0005896,hsa-miR-1244,3p,chr12,+,12112006,12112031
MI0003626,MIMAT0003281,hsa-miR-613,3p,chr12,+,12764709,12764728
MI0003627,MIMAT0003282,hsa-miR-614,3p,chr12,+,12915882,12915904
MI0016992,MIMAT0019359,hsa-miR-3974,5p,chr12,+,17673308,17673330
MI0005712,MIMAT0004970,hsa-miR-920,3p,chr12,+,24212471,24212490
MI0015833,MIMAT0016855,hsa-miR-4302,5p,chr12,-,25874052,25874069
MI0025521,MIMAT0030426,hsa-miR-7851-3p,3p,chr12,-,42323740,42323761
MI0017331,MIMAT0019793,hsa-miR-4698,3p,chr12,+,47187860,47187882
MI0016856,MIMAT0019029,hsa-miR-4494,3p,chr12,-,47364197,47364218
MI0022217,MIMAT0025466,hsa-miR-6505-5p,5p,chr12,+,48132800,48132821
MI0022217,MIMAT0025467,hsa-miR-6505-3p,3p,chr12,+,48132847,48132867
MI0006353,MIMAT0005881,hsa-miR-1291,5p,chr12,-,48654494,48654517
MI0017334,MIMAT0019798,hsa-miR-4701-5p,5p,chr12,-,48772014,48772035
MI0017334,MIMAT0019799,hsa-miR-4701-3p,3p,chr12,-,48771980,48771999
MI0006355,MIMAT0005883,hsa-miR-1293,5p,chr12,-,50234182,50234203
MI0031826,MIMAT0039318,hsa-miR-9898,3p,chr12,-,52898903,52898924
MI0022602,MIMAT0027414,hsa-miR-6757-5p,5p,chr12,+,53056949,53056970
MI0022602,MIMAT0027415,hsa-miR-6757-3p,3p,chr12,+,53056990,53057011
MI0000279,MIMAT0000226,hsa-miR-196a-5p,5p,chr12,+,53991762,53991783
MI0000279,MIMAT0004562,hsa-miR-196a-3p,3p,chr12,+,53991799,53991820
MI0003628,MIMAT0004804,hsa-miR-615-5p,5p,chr12,+,54033967,54033988
MI0003628,MIMAT0003283,hsa-miR-615-3p,3p,chr12,+,54034010,54034031
MI0017335,MIMAT0015083,hsa-miR-3198,3p,chr12,-,54231407,54231428
MI0000811,MIMAT0004699,hsa-miR-148b-5p,5p,chr12,+,54337240,54337261
MI0000811,MIMAT0000759,hsa-miR-148b-3p,3p,chr12,+,54337278,54337299
MI0006318,MIMAT0005582,hsa-miR-1228-5p,5p,chr12,+,57194504,57194524
MI0006318,MIMAT0005583,hsa-miR-1228-3p,3p,chr12,+,57194555,57194574
MI0022603,MIMAT0027416,hsa-miR-6758-5p,5p,chr12,+,57512693,57512715
MI0022603,MIMAT0027417,hsa-miR-6758-3p,3p,chr12,+,57512731,57512750
MI0003629,MIMAT0003284,hsa-miR-616-5p,5p,chr12,-,57519223,57519244
MI0003629,MIMAT0004805,hsa-miR-616-3p,3p,chr12,-,57519183,57519204
MI0022604,MIMAT0027418,hsa-miR-6759-5p,5p,chr12,-,57748656,57748677
MI0022604,MIMAT0027419,hsa-miR-6759-3p,3p,chr12,-,57748618,57748639
MI0000750,MIMAT0000082,hsa-miR-26a-5p,5p,chr12,-,57824658,57824679
MI0000750,MIMAT0004681,hsa-miR-26a-2-3p,3p,chr12,-,57824620,57824641
MI0021259,MIMAT0024598,hsa-miR-6125,3p,chr12,+,62260418,62260437
MI0000434,MIMAT0000415,hsa-let-7i-5p,5p,chr12,+,62603691,62603712
MI0000434,MIMAT0004585,hsa-let-7i-3p,3p,chr12,+,62603747,62603768
MI0033674,MIMAT0041997,hsa-miR-10527-5p,5p,chr12,+,63823663,63823685
MI0003630,MIMAT0004806,hsa-miR-548c-5p,5p,chr12,+,64622533,64622554
MI0003630,MIMAT0003285,hsa-miR-548c-3p,3p,chr12,+,64622569,64622590
MI0016688,MIMAT0018446,hsa-miR-548z,3p,chr12,-,64622530,64622552
MI0020351,MIMAT0023699,hsa-miR-6074,3p,chr12,-,66023650,66023669
MI0022214,MIMAT0025460,hsa-miR-6502-5p,5p,chr12,+,66251091,66251112
MI0022214,MIMAT0025461,hsa-miR-6502-3p,3p,chr12,+,66251128,66251148
MI0006426,MIMAT0005937,hsa-miR-1279,5p,chr12,-,69273188,69273204
MI0016417,MIMAT0018187,hsa-miR-3913-5p,5p,chr12,-,69584780,69584801
MI0016417,MIMAT0019225,hsa-miR-3913-3p,3p,chr12,-,69584744,69584765
MI0016418,MIMAT0018187,hsa-miR-3913-5p,5p,chr12,+,69584744,69584765
MI0016418,MIMAT0019225,hsa-miR-3913-3p,3p,chr12,+,69584780,69584801
MI0006434,MIMAT0005944,hsa-miR-1252-5p,5p,chr12,+,79419261,79419282
MI0006434,MIMAT0026744,hsa-miR-1252-3p,3p,chr12,+,79419296,79419317
MI0003631,MIMAT0003286,hsa-miR-617,5p,chr12,-,80832593,80832614
MI0003632,MIMAT0003287,hsa-miR-618,5p,chr12,-,80935796,80935818
MI0017332,MIMAT0019794,hsa-miR-4699-5p,5p,chr12,+,81158397,81158418
MI0017332,MIMAT0019795,hsa-miR-4699-3p,3p,chr12,+,81158433,81158454
MI0039499,MIMAT0048633,hsa-miR-3059-5p,5p,chr12,-,86745113,86745136
MI0039499,MIMAT0048634,hsa-miR-3059-3p,3p,chr12,-,86745079,86745100
MI0019307,MIMAT0022493,hsa-miR-5700,5p,chr12,+,94561794,94561815
MI0025514,MIMAT0030419,hsa-miR-7844-5p,5p,chr12,-,94571306,94571327
MI0003131,MIMAT0002812,hsa-miR-492,5p,chr12,+,94834427,94834449
MI0000812,MIMAT0004700,hsa-miR-331-5p,5p,chr12,+,95308445,95308466
MI0000812,MIMAT0000760,hsa-miR-331-3p,3p,chr12,+,95308480,95308500
MI0016086,MIMAT0018113,hsa-miR-3685,5p,chr12,+,95309928,95309949
MI0006386,MIMAT0005903,hsa-miR-1251-5p,5p,chr12,+,97491913,97491933
MI0006386,MIMAT0026741,hsa-miR-1251-3p,3p,chr12,+,97491951,97491971
MI0000453,MIMAT0000428,hsa-miR-135a-5p,5p,chr12,+,97563834,97563856
MI0000453,MIMAT0037309,hsa-miR-135a-2-3p,3p,chr12,+,97563872,97563893
MI0016857,MIMAT0019030,hsa-miR-4495,5p,chr12,-,97939097,97939117
MI0015834,MIMAT0016856,hsa-miR-4303,5p,chr12,-,97995422,97995438
MI0008195,MIMAT0006767,hsa-miR-1827,3p,chr12,+,100189932,100189949
MI0016052,MIMAT0018072,hsa-miR-3652,5p,chr12,+,103930425,103930442
MI0016429,MIMAT0018197,hsa-miR-3922-3p,3p,chr12,+,104591694,104591715
MI0016429,MIMAT0019227,hsa-miR-3922-5p,5p,chr12,+,104591645,104591667
MI0016858,MIMAT0019031,hsa-miR-4496,3p,chr12,+,108635849,108635870
MI0003633,MIMAT0003288,hsa-miR-619-3p,3p,chr12,-,108836923,108836946
MI0003633,MIMAT0026622,hsa-miR-619-5p,5p,chr12,-,108836962,108836983
MI0016859,MIMAT0019032,hsa-miR-4497,5p,chr12,+,109833350,109833366
MI0022605,MIMAT0027420,hsa-miR-6760-5p,5p,chr12,+,111304147,111304169
MI0022605,MIMAT0027421,hsa-miR-6760-3p,3p,chr12,+,111304189,111304209
MI0022606,MIMAT0027422,hsa-miR-6761-5p,5p,chr12,+,111799839,111799859
MI0022606,MIMAT0027423,hsa-miR-6761-3p,3p,chr12,+,111799882,111799903
MI0016057,MIMAT0018077,hsa-miR-3657,3p,chr12,-,112037627,112037647
MI0022708,MIMAT0027623,hsa-miR-6861-5p,5p,chr12,-,112163295,112163316
MI0022708,MIMAT0027624,hsa-miR-6861-3p,3p,chr12,-,112163265,112163282
MI0006362,MIMAT0005890,hsa-miR-1302,3p,chr12,-,112695082,112695102
MI0022957,MIMAT0028109,hsa-miR-7106-5p,5p,chr12,-,113159153,113159172
MI0022957,MIMAT0028110,hsa-miR-7106-3p,3p,chr12,-,113159113,113159135
MI0022607,MIMAT0027424,hsa-miR-6762-5p,5p,chr12,+,113291528,113291550
MI0022607,MIMAT0027425,hsa-miR-6762-3p,3p,chr12,+,113291586,113291608
MI0003634,MIMAT0003289,hsa-miR-620,3p,chr12,-,116148575,116148594
MI0016824,MIMAT0018999,hsa-miR-4472,3p,chr12,-,116428294,116428311
MI0006271,MIMAT0005823,hsa-miR-1178-3p,3p,chr12,-,119713649,119713669
MI0006271,MIMAT0022940,hsa-miR-1178-5p,5p,chr12,-,119713678,119713695
MI0016860,MIMAT0019033,hsa-miR-4498,5p,chr12,-,120155473,120155494
MI0017333,MIMAT0019796,hsa-miR-4700-5p,5p,chr12,+,120723202,120723223
MI0017333,MIMAT0019797,hsa-miR-4700-3p,3p,chr12,+,120723233,120723258
MI0022958,MIMAT0028111,hsa-miR-7107-5p,5p,chr12,-,121444326,121444347
MI0022958,MIMAT0028112,hsa-miR-7107-3p,3p,chr12,-,121444279,121444305
MI0031830,MIMAT0039322,hsa-miR-9902,5p,chr12,-,122695964,122695985
MI0041071,MIMAT0039322,hsa-miR-9902,5p,chr12,-,122709389,122709410
MI0015832,MIMAT0016854,hsa-miR-4304,5p,chr12,-,123010702,123010718
MI0025908,MIMAT0030999,hsa-miR-8072,5p,chr12,-,123364814,123364833
MI0016412,MIMAT0018182,hsa-miR-3908,5p,chr12,+,123536413,123536434
MI0022727,MIMAT0027660,hsa-miR-6880-5p,5p,chr12,-,124337216,124337237
MI0022727,MIMAT0027661,hsa-miR-6880-3p,3p,chr12,-,124337181,124337201
MI0018167,MIMAT0021119,hsa-miR-5188,3p,chr12,+,124915610,124915632
MI0016002,MIMAT0017989,hsa-miR-3612,5p,chr12,+,128294105,128294126
MI0022608,MIMAT0027426,hsa-miR-6763-5p,5p,chr12,+,132582002,132582020
MI0022608,MIMAT0027427,hsa-miR-6763-3p,3p,chr12,+,132582041,132582061
MI0016862,MIMAT0019035,hsa-miR-4499,5p,chr13,-,20433830,20433846
MI0011282,MIMAT0011775,hsa-miR-2276-3p,3p,chr13,+,24162469,24162490
MI0011282,MIMAT0026921,hsa-miR-2276-5p,5p,chr13,+,24162431,24162452
MI0015835,MIMAT0016857,hsa-miR-4305,5p,chr13,-,39664108,39664125
MI0008190,MIMAT0006764,hsa-miR-320d,3p,chr13,-,40727828,40727846
MI0003635,MIMAT0003290,hsa-miR-621,3p,chr13,+,40810826,40810846
MI0014199,MIMAT0015043,hsa-miR-3168,5p,chr13,-,41101076,41101092
MI0017873,MIMAT0021033,hsa-miR-5006-5p,5p,chr13,-,41568355,41568375
MI0017873,MIMAT0021034,hsa-miR-5006-3p,3p,chr13,-,41568306,41568326
MI0025915,MIMAT0031006,hsa-miR-8079,5p,chr13,-,44196171,44196190
MI0016003,MIMAT0017990,hsa-miR-3613-5p,5p,chr13,-,49996465,49996486
MI0016003,MIMAT0017991,hsa-miR-3613-3p,3p,chr13,-,49996426,49996449
MI0000070,MIMAT0000069,hsa-miR-16-5p,5p,chr13,-,50049027,50049048
MI0000070,MIMAT0004489,hsa-miR-16-1-3p,3p,chr13,-,50048985,50049006
MI0000069,MIMAT0000068,hsa-miR-15a-5p,5p,chr13,-,50049167,50049188
MI0000069,MIMAT0004488,hsa-miR-15a-3p,3p,chr13,-,50049130,50049151
MI0019300,MIMAT0022486,hsa-miR-5693,3p,chr13,-,51348576,51348597
MI0017336,MIMAT0019801,hsa-miR-4703-5p,5p,chr13,+,51552599,51552621
MI0017336,MIMAT0019802,hsa-miR-4703-3p,3p,chr13,+,51552637,51552658
MI0004065,MIMAT0010497,hsa-miR-759,5p,chr13,+,52810073,52810094
MI0006358,MIMAT0005886,hsa-miR-1297,3p,chr13,-,54311981,54311997
MI0017874,MIMAT0021035,hsa-miR-5007-5p,5p,chr13,+,55174474,55174495
MI0017874,MIMAT0021036,hsa-miR-5007-3p,3p,chr13,+,55174509,55174530
MI0014200,MIMAT0015044,hsa-miR-3169,5p,chr13,-,61199848,61199869
MI0016833,MIMAT0015081,hsa-miR-548x-3p,3p,chr13,-,65966352,65966371
MI0017337,MIMAT0019803,hsa-miR-4704-5p,5p,chr13,+,66218259,66218280
MI0017337,MIMAT0019804,hsa-miR-4704-3p,3p,chr13,+,66218296,66218317
MI0016066,MIMAT0018087,hsa-miR-3665,5p,chr13,-,77698075,77698092
MI0016863,MIMAT0019036,hsa-miR-4500,3p,chr13,-,87618671,87618687
MI0003636,MIMAT0003291,hsa-miR-622,3p,chr13,+,90231242,90231262
MI0000071,MIMAT0000070,hsa-miR-17-5p,5p,chr13,+,91350618,91350640
MI0000071,MIMAT0000071,hsa-miR-17-3p,3p,chr13,+,91350655,91350676
MI0000072,MIMAT0000072,hsa-miR-18a-5p,5p,chr13,+,91350756,91350778
